name@price@price_after_sell
M4A1-S | Mecha Industries (Factory New)@99.99@97.99019999999999
M4A1-S | Mecha Industries (Field-Tested)@32.00@31.36
M4A1-S | Mecha Industries (Minimal Wear)@42.19@41.346199999999996
M4A1-S | Nitro (Factory New)@9.00@8.82
M4A1-S | Nitro (Field-Tested)@0.99@0.9702
M4A1-S | Nitro (Minimal Wear)@3.15@3.0869999999999997
M4A1-S | Nitro (Well-Worn)@1.24@1.2152
M4A1-S | VariCamo (Battle-Scarred)@2.00@1.96
M4A1-S | VariCamo (Factory New)@2.21@2.1658
M4A1-S | VariCamo (Field-Tested)@1.35@1.323
M4A1-S | VariCamo (Minimal Wear)@2.00@1.96
M4A1-S | VariCamo (Well-Worn)@2.00@1.96
M4A4 | Asiimov (Battle-Scarred)@54.99@53.8902
M4A4 | Asiimov (Field-Tested)@210.00@205.79999999999998
M4A4 | Bullet Rain (Field-Tested)@8.38@8.2124
M4A4 | Bullet Rain (Minimal Wear)@13.00@12.74
M4A4 | Buzz Kill (Battle-Scarred)@5.90@5.782
M4A4 | Buzz Kill (Minimal Wear)@25.00@24.5
M4A4 | Desert Storm (Field-Tested)@14.50@14.209999999999999
M4A4 | Desert-Strike (Field-Tested)@3.01@2.9497999999999998
M4A4 | Desolate Space (Battle-Scarred)@4.78@4.6844
M4A4 | Desolate Space (Factory New)@43.32@42.4536
M4A4 | Desolate Space (Field-Tested)@9.00@8.82
M4A4 | Desolate Space (Well-Worn)@3.80@3.7239999999999998
M4A4 | Evil Daimyo (Factory New)@5.00@4.9
M4A4 | Evil Daimyo (Field-Tested)@1.24@1.2152
M4A4 | Evil Daimyo (Minimal Wear)@2.22@2.1756
M4A4 | Griffin (Battle-Scarred)@1.70@1.666
M4A4 | Griffin (Factory New)@5.48@5.3704
M4A4 | Griffin (Field-Tested)@1.27@1.2446
M4A4 | Griffin (Minimal Wear)@2.60@2.548
M4A4 | Poseidon (Minimal Wear)@1149.99@1126.9902
M4A4 | Radiation Hazard (Field-Tested)@25.00@24.5
M4A4 | Radiation Hazard (Minimal Wear)@71.80@70.36399999999999
M4A4 | Royal Paladin (Field-Tested)@6.50@6.37
M4A4 | The Battlestar (Field-Tested)@11.00@10.78
M4A4 | Tornado (Field-Tested)@15.00@14.7
M4A4 | Urban DDPAT (Battle-Scarred)@0.25@0.245
M4A4 | Urban DDPAT (Field-Tested)@0.23@0.22540000000000002
M4A4 | Urban DDPAT (Minimal Wear)@0.32@0.3136
M4A4 | Urban DDPAT (Well-Worn)@0.27@0.2646
M4A4 | X-Ray (Factory New)@29.99@29.390199999999997
M4A4 | X-Ray (Minimal Wear)@445.34@436.43319999999994
M4A4 | Zirka (Field-Tested)@25.00@24.5
M4A4 | 龍王 (Dragon King) (Field-Tested)@6.50@6.37
MAC-10 | Candy Apple (Factory New)@0.36@0.3528
MAC-10 | Candy Apple (Field-Tested)@0.59@0.5781999999999999
MAC-10 | Candy Apple (Minimal Wear)@0.25@0.245
MAC-10 | Carnivore (Field-Tested)@0.24@0.2352
MAC-10 | Carnivore (Minimal Wear)@0.14@0.13720000000000002
MAC-10 | Fade (Factory New)@36.99@36.2502
MAC-10 | Heat (Factory New)@25.00@24.5
MAC-10 | Heat (Field-Tested)@1.61@1.5778
MAC-10 | Indigo (Field-Tested)@1.37@1.3426
MAC-10 | Indigo (Minimal Wear)@1.52@1.4896
MAC-10 | Lapis Gator (Factory New)@2.00@1.96
MAC-10 | Lapis Gator (Minimal Wear)@15.00@14.7
MAC-10 | Malachite (Field-Tested)@1.05@1.029
MAC-10 | Malachite (Minimal Wear)@1.54@1.5092
MAC-10 | Neon Rider (Factory New)@12.00@11.76
MAC-10 | Neon Rider (Field-Tested)@6.99@6.8502
MAC-10 | Neon Rider (Well-Worn)@14.00@13.719999999999999
MAC-10 | Palm (Battle-Scarred)@0.26@0.2548
MAC-10 | Palm (Field-Tested)@0.14@0.13720000000000002
MAC-10 | Palm (Minimal Wear)@0.22@0.21559999999999999
MAC-10 | Rangeen (Battle-Scarred)@0.15@0.147
MAC-10 | Rangeen (Factory New)@0.49@0.48019999999999996
MAC-10 | Rangeen (Field-Tested)@0.12@0.1176
MAC-10 | Rangeen (Minimal Wear)@0.21@0.20579999999999998
MAC-10 | Silver (Factory New)@0.59@0.5781999999999999
MAC-10 | Silver (Minimal Wear)@1.00@0.98
MAC-10 | Tatter (Minimal Wear)@19.00@18.62
MAC-10 | Ultraviolet (Factory New)@70.00@68.6
MAC-10 | Ultraviolet (Field-Tested)@2.30@2.254
MAC-10 | Urban DDPAT (Minimal Wear)@5.00@4.9
MAG-7 | Cobalt Core (Factory New)@7.00@6.859999999999999
MAG-7 | Cobalt Core (Minimal Wear)@0.59@0.5781999999999999
MAG-7 | Cobalt Core (Well-Worn)@0.76@0.7448
MAG-7 | Counter Terrace (Field-Tested)@99.00@97.02
MAG-7 | Firestarter (Factory New)@20.00@19.6
MAG-7 | Heat (Battle-Scarred)@0.80@0.784
MAG-7 | Heat (Well-Worn)@0.59@0.5781999999999999
MAG-7 | Heaven Guard (Factory New)@0.50@0.49
MAG-7 | Heaven Guard (Field-Tested)@0.21@0.20579999999999998
MAG-7 | Irradiated Alert (Field-Tested)@1.15@1.127
MAG-7 | Metallic DDPAT (Factory New)@0.26@0.2548
MAG-7 | Metallic DDPAT (Minimal Wear)@0.34@0.3332
MAG-7 | Petroglyph (Factory New)@6.00@5.88
MAG-7 | Petroglyph (Minimal Wear)@0.51@0.4998
MAG-7 | Praetorian (Minimal Wear)@1.97@1.9305999999999999
MAG-7 | Sand Dune (Field-Tested)@0.67@0.6566000000000001
MAG-7 | Sonar (Factory New)@0.59@0.5781999999999999
MAG-7 | Sonar (Field-Tested)@0.26@0.2548
MAG-7 | Sonar (Minimal Wear)@0.40@0.392
MAG-7 | Storm (Field-Tested)@0.19@0.1862
MP7 | Anodized Navy (Factory New)@1.50@1.47
MP7 | Armor Core (Factory New)@0.59@0.5781999999999999
MP7 | Armor Core (Field-Tested)@0.22@0.21559999999999999
MP7 | Armor Core (Minimal Wear)@0.49@0.48019999999999996
MP7 | Armor Core (Well-Worn)@0.49@0.48019999999999996
MP7 | Asterion (Factory New)@3.85@3.773
MP7 | Asterion (Well-Worn)@6.00@5.88
MP7 | Cirrus (Factory New)@8.00@7.84
MP7 | Cirrus (Field-Tested)@0.36@0.3528
MP7 | Gunsmoke (Field-Tested)@0.94@0.9211999999999999
MP7 | Impire (Factory New)@7.30@7.154
MP7 | Impire (Field-Tested)@1.48@1.4504
MP7 | Impire (Minimal Wear)@1.94@1.9012
MP7 | Ocean Foam (Factory New)@7.00@6.859999999999999
MP7 | Special Delivery (Factory New)@3.01@2.9497999999999998
MP7 | Special Delivery (Minimal Wear)@2.11@2.0677999999999996
MP7 | Special Delivery (Well-Worn)@2.00@1.96
MP7 | Urban Hazard (Factory New)@0.59@0.5781999999999999
MP7 | Urban Hazard (Well-Worn)@0.22@0.21559999999999999
MP9 | Airlock (Battle-Scarred)@1.60@1.568
MP9 | Airlock (Field-Tested)@4.30@4.2139999999999995
MP9 | Airlock (Minimal Wear)@9.00@8.82
MP9 | Airlock (Well-Worn)@3.20@3.136
MP9 | Bioleak (Factory New)@0.26@0.2548
MP9 | Bioleak (Minimal Wear)@0.10@0.098
MP9 | Dart (Field-Tested)@10.00@9.8
MP9 | Dart (Minimal Wear)@0.79@0.7742
MP9 | Deadly Poison (Factory New)@11.00@10.78
MP9 | Deadly Poison (Field-Tested)@0.16@0.1568
MP9 | Deadly Poison (Well-Worn)@0.09@0.0882
MP9 | Hot Rod (Factory New)@59.00@57.82
MP9 | Orange Peel (Battle-Scarred)@0.28@0.27440000000000003
MP9 | Orange Peel (Field-Tested)@0.30@0.294
MP9 | Orange Peel (Minimal Wear)@0.40@0.392
MP9 | Pandora's Box (Minimal Wear)@100.99@98.97019999999999
MP9 | Rose Iron (Factory New)@17.00@16.66
MP9 | Ruby Poison Dart (Minimal Wear)@1.49@1.4602
MP9 | Sand Scale (Factory New)@8.00@7.84
MP9 | Sand Scale (Field-Tested)@0.49@0.48019999999999996
MP9 | Sand Scale (Minimal Wear)@0.49@0.48019999999999996
MP9 | Setting Sun (Well-Worn)@2.40@2.352
MP9 | Storm (Battle-Scarred)@0.10@0.098
MP9 | Storm (Minimal Wear)@1.40@1.3719999999999999
Militia Pin@5.00@4.9
Mirage Pin@14.99@14.6902
Music Kit | AWOLNATION, I Am@11.00@10.78
Music Kit | Lennie Moore, Java Havana Funkaloo@11.00@10.78
Music Kit | Midnight Riders, All I Want for Christmas@9.00@8.82
Music Kit | New Beat Fund, Sponge Fingerz@10.00@9.8
Music Kit | Skog, Metal@3.35@3.283
Name Tag@1.72@1.6856
Negev | Bratatat (Minimal Wear)@3.00@2.94
Negev | Dazzle (Minimal Wear)@8.00@7.84
Negev | Desert-Strike (Factory New)@5.00@4.9
Negev | Desert-Strike (Field-Tested)@0.22@0.21559999999999999
Negev | Desert-Strike (Minimal Wear)@0.40@0.392
Negev | Loudmouth (Battle-Scarred)@0.45@0.441
Negev | Loudmouth (Field-Tested)@0.57@0.5586
Negev | Man-o'-war (Minimal Wear)@0.09@0.0882
Negev | Nuclear Waste (Minimal Wear)@1.06@1.0388
Negev | Power Loader (Factory New)@4.15@4.067
Negev | Terrain (Factory New)@0.39@0.3822
Negev | Terrain (Minimal Wear)@0.28@0.27440000000000003
Nova | Caged Steel (Factory New)@0.30@0.294
Nova | Caged Steel (Field-Tested)@0.18@0.1764
Nova | Caged Steel (Minimal Wear)@0.22@0.21559999999999999
Nova | Candy Apple (Factory New)@0.59@0.5781999999999999
Nova | Candy Apple (Field-Tested)@0.34@0.3332
Nova | Candy Apple (Minimal Wear)@0.15@0.147
Nova | Exo (Factory New)@0.30@0.294
Nova | Exo (Minimal Wear)@0.59@0.5781999999999999
Nova | Exo (Well-Worn)@0.44@0.43119999999999997
Nova | Gila (Factory New)@1.03@1.0094
Nova | Gila (Minimal Wear)@1.60@1.568
Nova | Graphite (Minimal Wear)@10.29@10.0842
Nova | Green Apple (Factory New)@70.00@68.6
Nova | Hyper Beast (Factory New)@32.00@31.36
Nova | Koi (Factory New)@3.00@2.94
Nova | Koi (Minimal Wear)@0.92@0.9016000000000001
Nova | Moon in Libra (Factory New)@3.31@3.2438
Nova | Moon in Libra (Field-Tested)@2.30@2.254
Nova | Moon in Libra (Minimal Wear)@2.68@2.6264000000000003
Nova | Predator (Factory New)@0.10@0.098
Nova | Ranger (Factory New)@8.00@7.84
Nova | Ranger (Field-Tested)@0.59@0.5781999999999999
Nova | Ranger (Minimal Wear)@0.25@0.245
Nova | Ranger (Well-Worn)@0.59@0.5781999999999999
Nova | Sand Dune (Factory New)@0.38@0.3724
Nova | Tempest (Factory New)@30.00@29.4
Nova | Tempest (Minimal Wear)@13.00@12.74
Nuke Pin@16.00@15.68
Operation Bravo Case@64.99@63.6902
Operation Breakout Case Key@19.99@19.5902
Operation Breakout Weapon Case@5.28@5.1744
Operation Phoenix Case Key@27.00@26.46
Operation Phoenix Pass@184.81@181.1138
Operation Phoenix Weapon Case@2.67@2.6166
Operation Vanguard Weapon Case@2.13@2.0873999999999997
Operation Wildfire Access Pass@180.00@176.4
Operation Wildfire Case@1.49@1.4602
Overpass Pin@4.56@4.4688
P2000 | Amber Fade (Factory New)@14.00@13.719999999999999
P2000 | Amber Fade (Field-Tested)@8.65@8.477
P2000 | Fire Elemental (Battle-Scarred)@8.54@8.3692
P2000 | Fire Elemental (Factory New)@20.00@19.6
P2000 | Fire Elemental (Minimal Wear)@11.14@10.917200000000001
P2000 | Granite Marbleized (Battle-Scarred)@0.26@0.2548
P2000 | Granite Marbleized (Field-Tested)@0.10@0.098
P2000 | Granite Marbleized (Minimal Wear)@0.38@0.3724
P2000 | Grassland (Battle-Scarred)@0.81@0.7938000000000001
P2000 | Grassland Leaves (Field-Tested)@12.00@11.76
P2000 | Handgun (Factory New)@22.00@21.56
P2000 | Handgun (Field-Tested)@0.58@0.5683999999999999
P2000 | Handgun (Well-Worn)@0.47@0.46059999999999995
P2000 | Imperial (Factory New)@0.79@0.7742
P2000 | Imperial (Field-Tested)@0.38@0.3724
P2000 | Imperial (Minimal Wear)@0.26@0.2548
P2000 | Ivory (Factory New)@0.70@0.6859999999999999
P2000 | Oceanic (Factory New)@0.59@0.5781999999999999
P2000 | Oceanic (Minimal Wear)@0.38@0.3724
P2000 | Pulse (Factory New)@3.00@2.94
P2000 | Pulse (Field-Tested)@1.83@1.7934
P2000 | Turf (Factory New)@2.00@1.96
P2000 | Turf (Field-Tested)@0.30@0.294
P2000 | Turf (Minimal Wear)@0.46@0.45080000000000003
P250 | Asiimov (Battle-Scarred)@1.56@1.5288
P250 | Asiimov (Field-Tested)@2.75@2.695
P250 | Asiimov (Well-Worn)@2.15@2.1069999999999998
P250 | Bone Mask (Minimal Wear)@3.00@2.94
P250 | Contamination (Factory New)@13.00@12.74
P250 | Crimson Kimono (Minimal Wear)@15.58@15.2684
P250 | Franklin (Field-Tested)@0.91@0.8918
P250 | Franklin (Minimal Wear)@1.37@1.3426
P250 | Gunsmoke (Field-Tested)@2.00@1.96
P250 | Hive (Minimal Wear)@3.60@3.528
P250 | Iron Clad (Factory New)@7.00@6.859999999999999
P250 | Iron Clad (Field-Tested)@0.40@0.392
P250 | Iron Clad (Minimal Wear)@0.15@0.147
P250 | Mehndi (Battle-Scarred)@9.96@9.760800000000001
P250 | Mehndi (Field-Tested)@14.99@14.6902
P250 | Metallic DDPAT (Factory New)@0.29@0.28419999999999995
P250 | Mint Kimono (Factory New)@8.00@7.84
P250 | Mint Kimono (Field-Tested)@1.85@1.813
P250 | Mint Kimono (Minimal Wear)@5.00@4.9
P250 | Muertos (Minimal Wear)@5.72@5.6056
P250 | Sand Dune (Factory New)@10.20@9.995999999999999
P250 | Splash (Minimal Wear)@17.00@16.66
P250 | Supernova (Factory New)@1.21@1.1858
P250 | Supernova (Field-Tested)@0.70@0.6859999999999999
P250 | Supernova (Minimal Wear)@0.69@0.6761999999999999
P250 | Valence (Factory New)@0.72@0.7056
P250 | Valence (Minimal Wear)@0.59@0.5781999999999999
P250 | Valence (Well-Worn)@0.50@0.49
P250 | Wingshot (Battle-Scarred)@2.00@1.96
P250 | Wingshot (Factory New)@3.70@3.626
P250 | Wingshot (Field-Tested)@0.99@0.9702
P250 | Wingshot (Minimal Wear)@2.31@2.2638
P250 | Wingshot (Well-Worn)@0.93@0.9114
P90 | Ash Wood (Factory New)@0.37@0.3626
P90 | Ash Wood (Field-Tested)@0.24@0.2352
P90 | Ash Wood (Minimal Wear)@0.31@0.3038
P90 | Asiimov (Field-Tested)@6.54@6.4092
P90 | Asiimov (Minimal Wear)@17.99@17.6302
P90 | Asiimov (Well-Worn)@7.99@7.8302000000000005
P90 | Blind Spot (Minimal Wear)@21.00@20.58
P90 | Chopper (Field-Tested)@0.45@0.441
P90 | Chopper (Minimal Wear)@1.70@1.666
P90 | Chopper (Well-Worn)@0.62@0.6076
P90 | Desert Warfare (Factory New)@5.00@4.9
P90 | Desert Warfare (Minimal Wear)@4.00@3.92
P90 | Elite Build (Factory New)@1.48@1.4504
P90 | Elite Build (Field-Tested)@0.42@0.41159999999999997
P90 | Elite Build (Well-Worn)@0.18@0.1764
P90 | Grim (Factory New)@10.00@9.8
P90 | Grim (Field-Tested)@0.24@0.2352
P90 | Grim (Minimal Wear)@0.80@0.784
P90 | Grim (Well-Worn)@0.50@0.49
P90 | Module (Factory New)@3.00@2.94
P90 | Module (Minimal Wear)@3.00@2.94
P90 | Sand Spray (Factory New)@0.44@0.43119999999999997
P90 | Shallow Grave (Field-Tested)@1.37@1.3426
P90 | Shapewood (Factory New)@50.00@49.0
P90 | Shapewood (Field-Tested)@1.35@1.323
P90 | Storm (Battle-Scarred)@1.41@1.3818
P90 | Storm (Field-Tested)@3.00@2.94
P90 | Teardown (Factory New)@13.00@12.74
P90 | Teardown (Field-Tested)@0.51@0.4998
P90 | Teardown (Minimal Wear)@0.83@0.8133999999999999
P90 | Teardown (Well-Worn)@0.51@0.4998
P90 | Trigon (Minimal Wear)@28.00@27.439999999999998
P90 | Trigon (Well-Worn)@10.75@10.535
P90 | Virus (Factory New)@25.00@24.5
P90 | Virus (Field-Tested)@1.23@1.2054
PP-Bizon | Antique (Factory New)@8.61@8.4378
PP-Bizon | Antique (Field-Tested)@5.94@5.8212
PP-Bizon | Bamboo Print (Field-Tested)@4.00@3.92
PP-Bizon | Blue Streak (Field-Tested)@1.57@1.5386
PP-Bizon | Brass (Factory New)@17.00@16.66
PP-Bizon | Brass (Field-Tested)@2.00@1.96
PP-Bizon | Brass (Minimal Wear)@1.89@1.8521999999999998
PP-Bizon | Brass (Well-Worn)@2.00@1.96
PP-Bizon | Chemical Green (Field-Tested)@0.84@0.8231999999999999
PP-Bizon | Cobalt Halftone (Field-Tested)@1.90@1.8619999999999999
PP-Bizon | Cobalt Halftone (Minimal Wear)@2.00@1.96
PP-Bizon | Forest Leaves (Field-Tested)@1.07@1.0486
PP-Bizon | Fuel Rod (Factory New)@7.00@6.859999999999999
PP-Bizon | Fuel Rod (Field-Tested)@1.60@1.568
PP-Bizon | Fuel Rod (Well-Worn)@1.40@1.3719999999999999
PP-Bizon | Harvester (Battle-Scarred)@0.22@0.21559999999999999
PP-Bizon | Harvester (Factory New)@3.50@3.4299999999999997
PP-Bizon | Harvester (Minimal Wear)@0.36@0.3528
PP-Bizon | Irradiated Alert (Minimal Wear)@2.00@1.96
PP-Bizon | Modern Hunter (Well-Worn)@14.32@14.0336
PP-Bizon | Night Ops (Battle-Scarred)@0.26@0.2548
PP-Bizon | Night Ops (Factory New)@0.59@0.5781999999999999
PP-Bizon | Night Ops (Field-Tested)@0.30@0.294
PP-Bizon | Night Ops (Minimal Wear)@0.36@0.3528
PP-Bizon | Osiris (Factory New)@1.12@1.0976000000000001
PP-Bizon | Osiris (Minimal Wear)@0.74@0.7252
PP-Bizon | Photic Zone (Factory New)@10.00@9.8
PP-Bizon | Photic Zone (Field-Tested)@0.94@0.9211999999999999
PP-Bizon | Photic Zone (Minimal Wear)@0.99@0.9702
PP-Bizon | Photic Zone (Well-Worn)@0.60@0.588
PP-Bizon | Water Sigil (Minimal Wear)@1.11@1.0878
R8 Revolver | Amber Fade (Factory New)@12.00@11.76
R8 Revolver | Crimson Web (Factory New)@26.00@25.48
R8 Revolver | Fade (Minimal Wear)@23.00@22.54
R8 Revolver | Reboot (Factory New)@17.00@16.66
R8 Revolver | Reboot (Field-Tested)@0.39@0.3822
R8 Revolver | Reboot (Minimal Wear)@0.75@0.735
R8 Revolver | Reboot (Well-Worn)@1.00@0.98
Revolver Case@1.54@1.5092
SCAR-20 | Army Sheen (Factory New)@4.00@3.92
SCAR-20 | Army Sheen (Minimal Wear)@0.99@0.9702
SCAR-20 | Bloodsport (Field-Tested)@3.00@2.94
SCAR-20 | Carbon Fiber (Factory New)@0.23@0.22540000000000002
SCAR-20 | Cardiac (Field-Tested)@9.00@8.82
SCAR-20 | Cardiac (Well-Worn)@7.00@6.859999999999999
SCAR-20 | Crimson Web (Factory New)@50.00@49.0
SCAR-20 | Crimson Web (Minimal Wear)@3.59@3.5181999999999998
SCAR-20 | Cyrex (Minimal Wear)@49.90@48.902
SCAR-20 | Green Marine (Factory New)@3.75@3.675
SCAR-20 | Green Marine (Field-Tested)@0.11@0.10779999999999999
SCAR-20 | Green Marine (Minimal Wear)@0.76@0.7448
SCAR-20 | Grotto (Factory New)@0.43@0.4214
SCAR-20 | Grotto (Field-Tested)@0.40@0.392
SCAR-20 | Grotto (Minimal Wear)@0.33@0.3234
SCAR-20 | Outbreak (Factory New)@0.80@0.784
SCAR-20 | Outbreak (Minimal Wear)@0.19@0.1862
SCAR-20 | Powercore (Factory New)@10.00@9.8
SCAR-20 | Powercore (Field-Tested)@0.34@0.3332
SCAR-20 | Storm (Battle-Scarred)@3.00@2.94
SCAR-20 | Storm (Field-Tested)@1.29@1.2642
SCAR-20 | Storm (Minimal Wear)@1.56@1.5288
SG 553 | Aerial (Factory New)@0.80@0.784
SG 553 | Aerial (Field-Tested)@0.22@0.21559999999999999
SG 553 | Aerial (Minimal Wear)@0.49@0.48019999999999996
SG 553 | Anodized Navy (Factory New)@0.94@0.9211999999999999
SG 553 | Anodized Navy (Minimal Wear)@1.40@1.3719999999999999
SG 553 | Atlas (Factory New)@0.68@0.6664
SG 553 | Cyrex (Field-Tested)@4.36@4.2728
SG 553 | Cyrex (Well-Worn)@4.10@4.018
SG 553 | Damascus Steel (Battle-Scarred)@0.84@0.8231999999999999
SG 553 | Damascus Steel (Factory New)@20.00@19.6
SG 553 | Damascus Steel (Field-Tested)@1.29@1.2642
SG 553 | Damascus Steel (Well-Worn)@1.20@1.176
SG 553 | Fallout Warning (Battle-Scarred)@2.00@1.96
SG 553 | Pulse (Field-Tested)@1.58@1.5484
SG 553 | Tiger Moth (Battle-Scarred)@0.45@0.441
SG 553 | Tiger Moth (Factory New)@45.00@44.1
SG 553 | Tiger Moth (Field-Tested)@0.59@0.5781999999999999
SG 553 | Tiger Moth (Well-Worn)@0.43@0.4214
SG 553 | Triarch (Factory New)@18.00@17.64
SG 553 | Triarch (Minimal Wear)@0.51@0.4998
SG 553 | Wave Spray (Factory New)@50.00@49.0
SG 553 | Waves Perforated (Factory New)@0.42@0.41159999999999997
SSG 08 | Abyss (Battle-Scarred)@0.15@0.147
SSG 08 | Abyss (Factory New)@8.00@7.84
SSG 08 | Abyss (Field-Tested)@0.26@0.2548
SSG 08 | Abyss (Minimal Wear)@0.84@0.8231999999999999
SSG 08 | Abyss (Well-Worn)@0.14@0.13720000000000002
SSG 08 | Acid Fade (Factory New)@2.13@2.0873999999999997
SSG 08 | Dark Water (Field-Tested)@2.00@1.96
SSG 08 | Dark Water (Minimal Wear)@3.50@3.4299999999999997
SSG 08 | Dragonfire (Factory New)@25.99@25.4702
SSG 08 | Dragonfire (Field-Tested)@11.99@11.7502
SSG 08 | Dragonfire (Minimal Wear)@39.00@38.22
SSG 08 | Ghost Crusader (Field-Tested)@0.45@0.441
SSG 08 | Ghost Crusader (Well-Worn)@0.59@0.5781999999999999
SSG 08 | Mayan Dreams (Minimal Wear)@6680.02@6546.4196
SSG 08 | Necropos (Battle-Scarred)@0.32@0.3136
SSG 08 | Necropos (Factory New)@1.60@1.568
SSG 08 | Necropos (Field-Tested)@0.79@0.7742
SSG 08 | Necropos (Minimal Wear)@0.79@0.7742
SSG 08 | Necropos (Well-Worn)@0.79@0.7742
SSG 08 | Slashed (Battle-Scarred)@1.89@1.8521999999999998
SSG 08 | Slashed (Field-Tested)@1.85@1.813
SSG 08 | Slashed (Well-Worn)@1.89@1.8521999999999998
SSG 08 | Tropical Storm (Factory New)@37.00@36.26
Sawed-Off | Amber Fade (Field-Tested)@0.54@0.5292
Sawed-Off | Amber Fade (Minimal Wear)@0.77@0.7546
Sawed-Off | Bamboo Shadow (Minimal Wear)@6.00@5.88
Sawed-Off | Full Stop (Factory New)@1.30@1.274
Sawed-Off | Full Stop (Field-Tested)@0.70@0.6859999999999999
Sawed-Off | Full Stop (Minimal Wear)@0.70@0.6859999999999999
Sawed-Off | Highwayman (Factory New)@15.00@14.7
Sawed-Off | Highwayman (Field-Tested)@0.78@0.7644
Sawed-Off | Irradiated Alert (Field-Tested)@2.00@1.96
Sawed-Off | Limelight (Battle-Scarred)@0.59@0.5781999999999999
Sawed-Off | Limelight (Factory New)@10.00@9.8
Sawed-Off | Limelight (Field-Tested)@0.79@0.7742
Sawed-Off | Limelight (Minimal Wear)@1.05@1.029
Sawed-Off | Origami (Factory New)@0.27@0.2646
Sawed-Off | Origami (Field-Tested)@0.32@0.3136
Sawed-Off | Origami (Minimal Wear)@0.38@0.3724
Sawed-Off | Sage Spray (Minimal Wear)@0.41@0.4018
Sawed-Off | Serenity (Minimal Wear)@2.00@1.96
Sawed-Off | Snake Camo (Factory New)@0.79@0.7742
Sawed-Off | Snake Camo (Field-Tested)@0.13@0.1274
Sawed-Off | Snake Camo (Minimal Wear)@0.50@0.49
Sawed-Off | Snake Camo (Well-Worn)@0.28@0.27440000000000003
Sawed-Off | The Kraken (Factory New)@19.00@18.62
Sawed-Off | Wasteland Princess (Factory New)@8.59@8.4182
Sawed-Off | Wasteland Princess (Field-Tested)@3.80@3.7239999999999998
Sawed-Off | Wasteland Princess (Well-Worn)@4.30@4.2139999999999995
Sawed-Off | Yorick (Factory New)@8.00@7.84
Sawed-Off | Yorick (Minimal Wear)@0.38@0.3724
Sealed Graffiti | Clutch King@5.00@4.9
Sealed Graffiti | Easy Peasy@0.59@0.5781999999999999
Sealed Graffiti | FaZe Clan | Atlanta 2017@7.00@6.859999999999999
Sealed Graffiti | Flickshot@1.40@1.3719999999999999
Sealed Graffiti | Flipsid3 Tactics | Atlanta 2017@2.00@1.96
Sealed Graffiti | Hamster Hawk@2.20@2.156
Sealed Graffiti | Heart (Bazooka Pink)@0.09@0.0882
Sealed Graffiti | Heart (Blood Red)@0.72@0.7056
Sealed Graffiti | Heart (Brick Red)@0.15@0.147
Sealed Graffiti | Heart (Monster Purple)@0.28@0.27440000000000003
Sealed Graffiti | Heart (Princess Pink)@0.15@0.147
Sealed Graffiti | Heart (War Pig Pink)@0.30@0.294
Sealed Graffiti | Martha@1.00@0.98
Sealed Graffiti | Natus Vincere | Atlanta 2017@9.00@8.82
Sealed Graffiti | Nice Shot@0.59@0.5781999999999999
Sealed Graffiti | North | Atlanta 2017@1.60@1.568
Sealed Graffiti | Piggles (War Pig Pink)@0.30@0.294
Sealed Graffiti | Rekt@2.00@1.96
