name@price@price_after_sell
'Blueberries' Buckshot | NSWC SEAL@3.03@2.8785
Dual Berettas | Panther (Field-Tested)@0.98@0.9309999999999999
Dual Berettas | Panther (Minimal Wear)@1.21@1.1495
Dual Berettas | Royal Consorts (Battle-Scarred)@0.2@0.19
Dual Berettas | Royal Consorts (Factory New)@2.1@1.9949999999999999
Dual Berettas | Royal Consorts (Field-Tested)@0.27@0.2565
Dual Berettas | Royal Consorts (Minimal Wear)@0.66@0.627
Dual Berettas | Royal Consorts (Well-Worn)@0.21@0.19949999999999998
Dual Berettas | Shred (Factory New)@0.23@0.2185
Dual Berettas | Shred (Minimal Wear)@0.26@0.247
Dual Berettas | Stained (Factory New)@0.31@0.2945
Dual Berettas | Stained (Field-Tested)@0.11@0.1045
Dual Berettas | Stained (Well-Worn)@0.1@0.095
Dual Berettas | Switch Board (Battle-Scarred)@1.34@1.273
Dual Berettas | Switch Board (Factory New)@1.4@1.3299999999999998
Dual Berettas | Switch Board (Field-Tested)@1.23@1.1684999999999999
Dual Berettas | Switch Board (Minimal Wear)@1.23@1.1684999999999999
Dual Berettas | Tread (Field-Tested)@0.27@0.2565
Dual Berettas | Tread (Minimal Wear)@0.39@0.3705
Dual Berettas | Urban Shock (Factory New)@2.17@2.0614999999999997
Dual Berettas | Urban Shock (Field-Tested)@0.81@0.7695
Dual Berettas | Urban Shock (Minimal Wear)@1.35@1.2825
Dual Berettas | Ventilators (Well-Worn)@0.11@0.1045
Easy Peasy Pin@2.29@2.1755
Enforcer | Phoenix@1.13@1.0735
Enfu Sticker Capsule@1.77@1.6815
eSports 2013 Case@29.84@28.348
Falchion Case@0.71@0.6745
FAMAS | CaliCamo (Factory New)@1.18@1.121
FAMAS | CaliCamo (Field-Tested)@1.09@1.0355
FAMAS | CaliCamo (Minimal Wear)@1.09@1.0355
FAMAS | Colony (Battle-Scarred)@0.03@0.028499999999999998
FAMAS | Colony (Field-Tested)@0.03@0.028499999999999998
FAMAS | Colony (Minimal Wear)@0.03@0.028499999999999998
FAMAS | Colony (Well-Worn)@0.03@0.028499999999999998
FAMAS | Commemoration (Factory New)@22.91@21.764499999999998
FAMAS | Crypsis (Battle-Scarred)@0.14@0.133
FAMAS | Crypsis (Factory New)@0.32@0.304
FAMAS | Crypsis (Field-Tested)@0.16@0.152
FAMAS | Crypsis (Minimal Wear)@0.17@0.1615
FAMAS | Crypsis (Well-Worn)@0.17@0.1615
FAMAS | Cyanospatter (Battle-Scarred)@0.08@0.076
FAMAS | Cyanospatter (Factory New)@0.9@0.855
FAMAS | Cyanospatter (Field-Tested)@0.09@0.08549999999999999
FAMAS | Cyanospatter (Well-Worn)@0.09@0.08549999999999999
FAMAS | Decommissioned (Factory New)@0.32@0.304
FAMAS | Decommissioned (Minimal Wear)@0.14@0.133
FAMAS | Decommissioned (Well-Worn)@0.08@0.076
FAMAS | Djinn (Battle-Scarred)@1.4@1.3299999999999998
FAMAS | Djinn (Field-Tested)@1.81@1.7195
FAMAS | Djinn (Minimal Wear)@3.4@3.23
FAMAS | Djinn (Well-Worn)@1.27@1.2065
FAMAS | Eye of Athena (Field-Tested)@3.44@3.268
FAMAS | Macabre (Minimal Wear)@3.6@3.42
FAMAS | Mecha Industries (Factory New)@9.35@8.882499999999999
FAMAS | Mecha Industries (Field-Tested)@2.19@2.0805
FAMAS | Mecha Industries (Minimal Wear)@3.28@3.1159999999999997
FAMAS | Meow 36 (Factory New)@0.34@0.323
FAMAS | Meow 36 (Field-Tested)@0.21@0.19949999999999998
FAMAS | Neural Net (Factory New)@1.26@1.1969999999999998
FAMAS | Neural Net (Field-Tested)@0.52@0.494
FAMAS | Neural Net (Minimal Wear)@0.77@0.7314999999999999
FAMAS | Neural Net (Well-Worn)@0.71@0.6745
FAMAS | Night Borre (Field-Tested)@1.55@1.4725
FAMAS | Night Borre (Minimal Wear)@1.49@1.4155
FAMAS | Pulse (Field-Tested)@3.7@3.515
FAMAS | Rapid Eye Movement (Battle-Scarred)@0.96@0.9119999999999999
FAMAS | Rapid Eye Movement (Field-Tested)@1.25@1.1875
FAMAS | Rapid Eye Movement (Minimal Wear)@2.68@2.546
FAMAS | Rapid Eye Movement (Well-Worn)@1.25@1.1875
FAMAS | Roll Cage (Battle-Scarred)@2.17@2.0614999999999997
FAMAS | Roll Cage (Field-Tested)@2.31@2.1945
FAMAS | Roll Cage (Minimal Wear)@4.04@3.8379999999999996
FAMAS | Roll Cage (Well-Worn)@1.97@1.8715
FAMAS | Sergeant (Battle-Scarred)@1.21@1.1495
FAMAS | Sergeant (Field-Tested)@1.44@1.3679999999999999
FAMAS | Sergeant (Well-Worn)@1.56@1.482
FAMAS | Styx (Field-Tested)@1.62@1.539
FAMAS | Styx (Minimal Wear)@3.62@3.439
FAMAS | Styx (Well-Worn)@9.87@9.376499999999998
FAMAS | Survivor Z (Factory New)@0.33@0.3135
FAMAS | Survivor Z (Field-Tested)@0.3@0.285
FAMAS | Survivor Z (Minimal Wear)@0.23@0.2185
FAMAS | Survivor Z (Well-Worn)@0.17@0.1615
FAMAS | Teardown (Battle-Scarred)@0.48@0.45599999999999996
FAMAS | Teardown (Factory New)@0.81@0.7695
FAMAS | Teardown (Field-Tested)@0.36@0.34199999999999997
FAMAS | Teardown (Minimal Wear)@0.49@0.46549999999999997
FAMAS | Valence (Battle-Scarred)@1.12@1.064
FAMAS | Valence (Field-Tested)@1.33@1.2635
FAMAS | Valence (Minimal Wear)@2.27@2.1565
FAMAS | Valence (Well-Worn)@1.52@1.444
FAMAS | ZX Spectron (Battle-Scarred)@0.86@0.817
FAMAS | ZX Spectron (Factory New)@13.87@13.176499999999999
FAMAS | ZX Spectron (Field-Tested)@0.98@0.9309999999999999
FAMAS | ZX Spectron (Minimal Wear)@1.67@1.5864999999999998
FAMAS | ZX Spectron (Well-Worn)@0.88@0.836
Five-SeveN | Angry Mob (Battle-Scarred)@1.95@1.8524999999999998
Five-SeveN | Angry Mob (Field-Tested)@2.35@2.2325
Five-SeveN | Angry Mob (Minimal Wear)@4.67@4.4365
Five-SeveN | Anodized Gunmetal (Factory New)@6.23@5.9185
Five-SeveN | Boost Protocol (Factory New)@1.85@1.7575
Five-SeveN | Boost Protocol (Field-Tested)@0.78@0.741
Five-SeveN | Boost Protocol (Minimal Wear)@1.19@1.1304999999999998
Five-SeveN | Boost Protocol (Well-Worn)@1.0@0.95
Five-SeveN | Buddy (Battle-Scarred)@0.49@0.46549999999999997
Five-SeveN | Buddy (Factory New)@1.19@1.1304999999999998
Five-SeveN | Buddy (Field-Tested)@0.5@0.475
Five-SeveN | Buddy (Minimal Wear)@0.78@0.741
Five-SeveN | Capillary (Factory New)@0.21@0.19949999999999998
Five-SeveN | Case Hardened (Field-Tested)@28.76@27.322
Five-SeveN | Case Hardened (Well-Worn)@10.87@10.3265
Five-SeveN | Coolant (Factory New)@0.09@0.08549999999999999
Five-SeveN | Coolant (Field-Tested)@0.03@0.028499999999999998
Five-SeveN | Coolant (Minimal Wear)@0.03@0.028499999999999998
Five-SeveN | Flame Test (Factory New)@0.16@0.152
Five-SeveN | Forest Night (Battle-Scarred)@0.03@0.028499999999999998
Five-SeveN | Forest Night (Field-Tested)@0.03@0.028499999999999998
Five-SeveN | Forest Night (Minimal Wear)@0.03@0.028499999999999998
Five-SeveN | Forest Night (Well-Worn)@0.03@0.028499999999999998
Five-SeveN | Fowl Play (Battle-Scarred)@1.36@1.292
Five-SeveN | Fowl Play (Field-Tested)@1.58@1.501
Five-SeveN | Fowl Play (Well-Worn)@1.42@1.349
Five-SeveN | Hot Shot (Minimal Wear)@1.16@1.1019999999999999
Five-SeveN | Jungle (Field-Tested)@1.0@0.95
Five-SeveN | Kami (Factory New)@1.09@1.0355
Five-SeveN | Kami (Minimal Wear)@0.74@0.703
Five-SeveN | Monkey Business (Battle-Scarred)@1.59@1.5105
Five-SeveN | Monkey Business (Field-Tested)@1.63@1.5484999999999998
Five-SeveN | Monkey Business (Minimal Wear)@27.87@26.4765
Five-SeveN | Monkey Business (Well-Worn)@1.55@1.4725
Five-SeveN | Nightshade (Factory New)@1.28@1.216
Five-SeveN | Nightshade (Field-Tested)@1.19@1.1304999999999998
Five-SeveN | Orange Peel (Battle-Scarred)@0.09@0.08549999999999999
Five-SeveN | Orange Peel (Field-Tested)@0.12@0.11399999999999999
Five-SeveN | Orange Peel (Minimal Wear)@0.2@0.19
Five-SeveN | Orange Peel (Well-Worn)@0.12@0.11399999999999999
Five-SeveN | Retrobution (Battle-Scarred)@0.38@0.361
Five-SeveN | Retrobution (Field-Tested)@0.53@0.5035
Five-SeveN | Retrobution (Minimal Wear)@0.95@0.9025
Five-SeveN | Retrobution (Well-Worn)@0.47@0.44649999999999995
Five-SeveN | Scrawl (Factory New)@0.25@0.2375
Five-SeveN | Scumbria (Factory New)@0.39@0.3705
Five-SeveN | Scumbria (Field-Tested)@0.09@0.08549999999999999
Five-SeveN | Silver Quartz (Factory New)@0.78@0.741
Five-SeveN | Silver Quartz (Field-Tested)@0.42@0.39899999999999997
Five-SeveN | Silver Quartz (Minimal Wear)@0.47@0.44649999999999995
Five-SeveN | Triumvirate (Factory New)@2.36@2.242
Five-SeveN | Triumvirate (Field-Tested)@1.46@1.387
Five-SeveN | Triumvirate (Minimal Wear)@1.86@1.767
Five-SeveN | Urban Hazard (Factory New)@0.73@0.6935
Five-SeveN | Urban Hazard (Field-Tested)@0.46@0.437
Five-SeveN | Urban Hazard (Minimal Wear)@0.47@0.44649999999999995
Five-SeveN | Violent Daimyo (Factory New)@0.33@0.3135
Five-SeveN | Violent Daimyo (Field-Tested)@0.14@0.133
Fracture Case@0.59@0.5605
G3SG1 | Ancient Ritual (Field-Tested)@1.65@1.5675
G3SG1 | Ancient Ritual (Minimal Wear)@1.14@1.083
G3SG1 | Azure Zebra (Factory New)@1.27@1.2065
G3SG1 | Black Sand (Factory New)@1.04@0.988
G3SG1 | Black Sand (Field-Tested)@1.02@0.969
G3SG1 | Black Sand (Minimal Wear)@0.9@0.855
G3SG1 | Desert Storm (Battle-Scarred)@0.03@0.028499999999999998
G3SG1 | Desert Storm (Factory New)@0.18@0.17099999999999999
G3SG1 | Desert Storm (Field-Tested)@0.03@0.028499999999999998
G3SG1 | Desert Storm (Minimal Wear)@0.03@0.028499999999999998
G3SG1 | Desert Storm (Well-Worn)@0.03@0.028499999999999998
G3SG1 | Digital Mesh (Field-Tested)@0.49@0.46549999999999997
G3SG1 | Dream Glade (Battle-Scarred)@0.18@0.17099999999999999
G3SG1 | Dream Glade (Factory New)@1.18@1.121
G3SG1 | Dream Glade (Field-Tested)@0.19@0.1805
G3SG1 | Dream Glade (Minimal Wear)@0.36@0.34199999999999997
G3SG1 | Dream Glade (Well-Worn)@0.19@0.1805
G3SG1 | Flux (Field-Tested)@5.28@5.016
G3SG1 | Flux (Minimal Wear)@12.3@11.685
G3SG1 | Flux (Well-Worn)@5.51@5.2345
G3SG1 | Green Apple (Minimal Wear)@0.17@0.1615
G3SG1 | High Seas (Battle-Scarred)@0.35@0.33249999999999996
G3SG1 | High Seas (Factory New)@2.05@1.9474999999999998
G3SG1 | High Seas (Field-Tested)@0.48@0.45599999999999996
G3SG1 | High Seas (Minimal Wear)@0.96@0.9119999999999999
G3SG1 | Hunter (Factory New)@0.2@0.19
G3SG1 | Hunter (Field-Tested)@0.08@0.076
G3SG1 | Jungle Dashed (Battle-Scarred)@0.03@0.028499999999999998
G3SG1 | Jungle Dashed (Factory New)@0.18@0.17099999999999999
G3SG1 | Jungle Dashed (Field-Tested)@0.03@0.028499999999999998
G3SG1 | Jungle Dashed (Minimal Wear)@0.03@0.028499999999999998
G3SG1 | Jungle Dashed (Well-Worn)@0.03@0.028499999999999998
G3SG1 | Keeping Tabs (Minimal Wear)@0.4@0.38
G3SG1 | Murky (Factory New)@0.46@0.437
G3SG1 | Orange Kimono (Factory New)@2.64@2.508
G3SG1 | Orange Kimono (Field-Tested)@1.85@1.7575
G3SG1 | Orange Kimono (Minimal Wear)@2.06@1.9569999999999999
G3SG1 | Polar Camo (Battle-Scarred)@0.03@0.028499999999999998
G3SG1 | Polar Camo (Factory New)@0.21@0.19949999999999998
G3SG1 | Polar Camo (Field-Tested)@0.03@0.028499999999999998
G3SG1 | Polar Camo (Well-Worn)@0.03@0.028499999999999998
G3SG1 | Scavenger (Battle-Scarred)@0.31@0.2945
G3SG1 | Scavenger (Factory New)@0.9@0.855
G3SG1 | Scavenger (Field-Tested)@0.32@0.304
G3SG1 | Scavenger (Minimal Wear)@0.53@0.5035
G3SG1 | Scavenger (Well-Worn)@0.34@0.323
G3SG1 | Stinger (Field-Tested)@0.26@0.247
G3SG1 | Stinger (Minimal Wear)@0.47@0.44649999999999995
G3SG1 | The Executioner (Field-Tested)@1.44@1.3679999999999999
G3SG1 | The Executioner (Well-Worn)@1.13@1.0735
G3SG1 | VariCamo (Minimal Wear)@0.7@0.6649999999999999
G3SG1 | Ventilator (Factory New)@0.17@0.1615
G3SG1 | Ventilator (Field-Tested)@0.15@0.1425
Galil AR | Akoben (Factory New)@0.32@0.304
Galil AR | Akoben (Field-Tested)@0.2@0.19
Galil AR | Akoben (Minimal Wear)@0.17@0.1615
Galil AR | Akoben (Well-Worn)@0.31@0.2945
Galil AR | Black Sand (Field-Tested)@0.13@0.1235
Galil AR | Blue Titanium (Factory New)@1.33@1.2635
Galil AR | Chatterbox (Battle-Scarred)@4.26@4.047
Galil AR | Chromatic Aberration (Battle-Scarred)@0.92@0.874
Galil AR | Chromatic Aberration (Field-Tested)@1.11@1.0545
Galil AR | Chromatic Aberration (Minimal Wear)@2.55@2.4225
Galil AR | Chromatic Aberration (Well-Worn)@0.91@0.8644999999999999
Galil AR | Cold Fusion (Factory New)@0.21@0.19949999999999998
Galil AR | Connexion (Battle-Scarred)@0.26@0.247
Galil AR | Connexion (Factory New)@1.0@0.95
Galil AR | Connexion (Field-Tested)@0.29@0.27549999999999997
Galil AR | Connexion (Minimal Wear)@0.6@0.57
Galil AR | Connexion (Well-Worn)@0.43@0.4085
Galil AR | Crimson Tsunami (Factory New)@1.47@1.3964999999999999
Galil AR | Crimson Tsunami (Field-Tested)@0.64@0.608
Galil AR | Crimson Tsunami (Minimal Wear)@0.89@0.8454999999999999
Galil AR | Destroyer (Factory New)@0.19@0.1805
Galil AR | Eco (Battle-Scarred)@1.64@1.5579999999999998
Galil AR | Eco (Field-Tested)@2.64@2.508
Galil AR | Eco (Well-Worn)@1.61@1.5295
Galil AR | Firefight (Battle-Scarred)@0.21@0.19949999999999998
Galil AR | Firefight (Factory New)@1.19@1.1304999999999998
Galil AR | Firefight (Field-Tested)@0.22@0.209
Galil AR | Firefight (Minimal Wear)@0.4@0.38
Galil AR | Firefight (Well-Worn)@0.24@0.22799999999999998
Galil AR | Kami (Factory New)@1.87@1.7765
Galil AR | Kami (Field-Tested)@1.4@1.3299999999999998
Galil AR | Kami (Minimal Wear)@1.74@1.653
Galil AR | Rocket Pop (Factory New)@3.59@3.4105
Galil AR | Rocket Pop (Field-Tested)@0.43@0.4085
Galil AR | Rocket Pop (Minimal Wear)@1.06@1.007
Galil AR | Rocket Pop (Well-Worn)@0.2@0.19
Galil AR | Sage Spray (Battle-Scarred)@0.03@0.028499999999999998
Galil AR | Sage Spray (Field-Tested)@0.03@0.028499999999999998
Galil AR | Sage Spray (Minimal Wear)@0.03@0.028499999999999998
Galil AR | Sage Spray (Well-Worn)@0.03@0.028499999999999998
Galil AR | Sandstorm (Field-Tested)@0.75@0.7124999999999999
Galil AR | Shattered (Minimal Wear)@3.97@3.7715
Galil AR | Signal (Battle-Scarred)@0.29@0.27549999999999997
Galil AR | Signal (Factory New)@0.89@0.8454999999999999
Galil AR | Signal (Field-Tested)@0.33@0.3135
Galil AR | Signal (Minimal Wear)@0.5@0.475
Galil AR | Signal (Well-Worn)@0.32@0.304
Galil AR | Stone Cold (Battle-Scarred)@0.82@0.7789999999999999
Galil AR | Stone Cold (Field-Tested)@0.89@0.8454999999999999
Galil AR | Stone Cold (Minimal Wear)@1.64@1.5579999999999998
Galil AR | Tornado (Battle-Scarred)@1.44@1.3679999999999999
Galil AR | Tornado (Factory New)@3.27@3.1065
Galil AR | Tornado (Minimal Wear)@1.75@1.6624999999999999
Galil AR | Tuxedo (Battle-Scarred)@0.62@0.589
Galil AR | Tuxedo (Factory New)@1.34@1.273
Galil AR | Tuxedo (Field-Tested)@0.62@0.589
Galil AR | Tuxedo (Minimal Wear)@0.95@0.9025
Galil AR | Tuxedo (Well-Worn)@0.95@0.9025
Galil AR | Urban Rubble (Field-Tested)@3.95@3.7525
Galil AR | Vandal (Factory New)@0.58@0.5509999999999999
Galil AR | Vandal (Minimal Wear)@0.37@0.3515
Galil AR | VariCamo (Field-Tested)@0.14@0.133
Gamma 2 Case@1.54@1.4629999999999999
Gamma Case@1.6@1.52
Getaway Sally | The Professionals@27.02@25.668999999999997
Glock-18 | Blue Fissure (Battle-Scarred)@1.13@1.0735
Glock-18 | Blue Fissure (Field-Tested)@0.94@0.8929999999999999
Glock-18 | Blue Fissure (Minimal Wear)@1.16@1.1019999999999999
Glock-18 | Blue Fissure (Well-Worn)@1.31@1.2445
Glock-18 | Brass (Minimal Wear)@22.93@21.7835
Glock-18 | Bullet Queen (Battle-Scarred)@3.39@3.2205
Glock-18 | Bullet Queen (Field-Tested)@5.77@5.4815
Glock-18 | Bunsen Burner (Battle-Scarred)@0.23@0.2185
Glock-18 | Bunsen Burner (Factory New)@1.67@1.5864999999999998
Glock-18 | Bunsen Burner (Field-Tested)@0.19@0.1805
Glock-18 | Bunsen Burner (Minimal Wear)@0.34@0.323
Glock-18 | Bunsen Burner (Well-Worn)@0.28@0.266
Glock-18 | Candy Apple (Factory New)@0.89@0.8454999999999999
Glock-18 | Candy Apple (Field-Tested)@0.46@0.437
Glock-18 | Candy Apple (Minimal Wear)@0.53@0.5035
Glock-18 | Catacombs (Battle-Scarred)@0.62@0.589
Glock-18 | Catacombs (Factory New)@0.32@0.304
Glock-18 | Catacombs (Minimal Wear)@0.19@0.1805
Glock-18 | Catacombs (Well-Worn)@0.18@0.17099999999999999
Glock-18 | Clear Polymer (Battle-Scarred)@0.15@0.1425
Glock-18 | Clear Polymer (Factory New)@0.35@0.33249999999999996
Glock-18 | Clear Polymer (Field-Tested)@0.14@0.133
Glock-18 | Clear Polymer (Well-Worn)@0.51@0.4845
Glock-18 | Death Rattle (Minimal Wear)@0.18@0.17099999999999999
Glock-18 | Dragon Tattoo (Factory New)@64.73@61.4935
Glock-18 | Gamma Doppler (Factory New)@34.84@33.098
Glock-18 | Gamma Doppler (Field-Tested)@20.67@19.6365
Glock-18 | Grinder (Factory New)@1.47@1.3964999999999999
Glock-18 | Grinder (Field-Tested)@1.37@1.3015
Glock-18 | Grinder (Minimal Wear)@1.0@0.95
Glock-18 | Groundwater (Field-Tested)@4.74@4.503
Glock-18 | High Beam (Factory New)@0.18@0.17099999999999999
Glock-18 | High Beam (Minimal Wear)@0.35@0.33249999999999996
Glock-18 | Ironwork (Factory New)@0.77@0.7314999999999999
Glock-18 | Ironwork (Minimal Wear)@0.19@0.1805
Glock-18 | Moonrise (Battle-Scarred)@0.22@0.209
Glock-18 | Moonrise (Factory New)@0.87@0.8265
Glock-18 | Moonrise (Field-Tested)@0.23@0.2185
Glock-18 | Moonrise (Minimal Wear)@0.41@0.38949999999999996
Glock-18 | Moonrise (Well-Worn)@0.26@0.247
Glock-18 | Neo-Noir (Field-Tested)@8.34@7.922999999999999
Glock-18 | Neo-Noir (Minimal Wear)@16.53@15.7035
Glock-18 | Night (Battle-Scarred)@0.84@0.7979999999999999
Glock-18 | Night (Field-Tested)@0.87@0.8265
Glock-18 | Night (Minimal Wear)@1.45@1.3775
Glock-18 | Night (Well-Worn)@3.87@3.6765
Glock-18 | Nuclear Garden (Battle-Scarred)@2.99@2.8405
Glock-18 | Nuclear Garden (Factory New)@42.87@40.726499999999994
Glock-18 | Nuclear Garden (Field-Tested)@3.89@3.6955
Glock-18 | Off World (Battle-Scarred)@0.44@0.418
Glock-18 | Off World (Factory New)@0.44@0.418
Glock-18 | Off World (Field-Tested)@0.54@0.513
Glock-18 | Off World (Minimal Wear)@0.2@0.19
Glock-18 | Oxide Blaze (Factory New)@0.26@0.247
Glock-18 | Oxide Blaze (Minimal Wear)@0.17@0.1615
Glock-18 | Ramese's Reach (Field-Tested)@8.46@8.037
Glock-18 | Royal Legion (Battle-Scarred)@1.42@1.349
Glock-18 | Royal Legion (Field-Tested)@1.38@1.311
Glock-18 | Royal Legion (Minimal Wear)@1.61@1.5295
Glock-18 | Royal Legion (Well-Worn)@1.26@1.1969999999999998
Glock-18 | Sacrifice (Factory New)@0.83@0.7885
Glock-18 | Sacrifice (Minimal Wear)@0.17@0.1615
Glock-18 | Snack Attack (Battle-Scarred)@2.18@2.071
Glock-18 | Snack Attack (Field-Tested)@2.7@2.565
Glock-18 | Snack Attack (Well-Worn)@2.28@2.166
Glock-18 | Steel Disruption (Factory New)@2.84@2.698
Glock-18 | Umbral Rabbit (Battle-Scarred)@0.41@0.38949999999999996
Glock-18 | Umbral Rabbit (Factory New)@2.04@1.938
Glock-18 | Umbral Rabbit (Field-Tested)@0.51@0.4845
Glock-18 | Umbral Rabbit (Minimal Wear)@1.24@1.178
Glock-18 | Vogue (Battle-Scarred)@1.92@1.8239999999999998
Glock-18 | Vogue (Factory New)@7.37@7.0015
Glock-18 | Vogue (Field-Tested)@2.55@2.4225
Glock-18 | Vogue (Minimal Wear)@4.28@4.066
Glock-18 | Vogue (Well-Worn)@2.67@2.5364999999999998
Glock-18 | Warhawk (Factory New)@0.4@0.38
Glock-18 | Warhawk (Field-Tested)@0.17@0.1615
Glock-18 | Warhawk (Well-Worn)@0.16@0.152
Glock-18 | Wasteland Rebel (Factory New)@14.87@14.126499999999998
Glock-18 | Wasteland Rebel (Field-Tested)@3.29@3.1254999999999997
Glock-18 | Wasteland Rebel (Minimal Wear)@3.59@3.4105
Glock-18 | Water Elemental (Battle-Scarred)@2.71@2.5745
Glock-18 | Water Elemental (Factory New)@39.87@37.87649999999999
Glock-18 | Water Elemental (Field-Tested)@3.37@3.2015
Glock-18 | Water Elemental (Minimal Wear)@5.2@4.9399999999999995
Glock-18 | Water Elemental (Well-Worn)@4.01@3.8094999999999994
Glock-18 | Weasel (Battle-Scarred)@0.19@0.1805
Glock-18 | Weasel (Field-Tested)@0.22@0.209
Glock-18 | Weasel (Minimal Wear)@0.41@0.38949999999999996
Glock-18 | Weasel (Well-Worn)@0.2@0.19
Glock-18 | Winterized (Factory New)@0.29@0.27549999999999997
Glock-18 | Winterized (Well-Worn)@0.09@0.08549999999999999
Glock-18 | Wraiths (Factory New)@0.58@0.5509999999999999
Glock-18 | Wraiths (Minimal Wear)@0.2@0.19
Glock-18 | Wraiths (Well-Worn)@0.23@0.2185
Glove Case@3.32@3.154
Ground Rebel  | Elite Crew@0.75@0.7124999999999999
Guardian 2 Pin@2.42@2.299
Guardian 3 Pin@1.94@1.843
Guardian Pin@3.07@2.9164999999999996
Half-Life: Alyx Sticker Capsule@20.0@19.0
Huntsman Weapon Case@6.37@6.0515
Hydra Pin@3.56@3.3819999999999997
Inferno 2 Pin@2.56@2.432
Italy Pin@2.62@2.489
John 'Van Healen' Kask | SWAT@2.68@2.546
Jungle Rebel | Elite Crew@2.33@2.2135
Katowice 2019 Minor Challengers (Holo-Foil)@6.93@6.583499999999999
Lieutenant Rex Krikey | SEAL Frogman@4.4@4.18
Lt. Commander Ricksaw | NSWC SEAL@5.87@5.5765
M249 | Aztec (Battle-Scarred)@0.41@0.38949999999999996
M249 | Aztec (Factory New)@1.22@1.159
M249 | Aztec (Field-Tested)@0.48@0.45599999999999996
M249 | Aztec (Minimal Wear)@0.77@0.7314999999999999
M249 | Contrast Spray (Field-Tested)@0.18@0.17099999999999999
M249 | Deep Relief (Minimal Wear)@0.38@0.361
M249 | Downtown (Battle-Scarred)@0.4@0.38
M249 | Downtown (Factory New)@1.64@1.5579999999999998
M249 | Downtown (Field-Tested)@0.46@0.437
M249 | Downtown (Minimal Wear)@0.9@0.855
M249 | Downtown (Well-Worn)@0.58@0.5509999999999999
M249 | Emerald Poison Dart (Factory New)@1.46@1.387
M249 | Emerald Poison Dart (Field-Tested)@0.75@0.7124999999999999
M249 | Emerald Poison Dart (Minimal Wear)@0.88@0.836
M249 | Gator Mesh (Field-Tested)@0.11@0.1045
M249 | Gator Mesh (Minimal Wear)@0.14@0.133
M249 | Impact Drill (Field-Tested)@0.89@0.8454999999999999
M249 | Impact Drill (Minimal Wear)@1.0@0.95
M249 | Jungle (Battle-Scarred)@1.31@1.2445
M249 | Jungle (Field-Tested)@1.5@1.4249999999999998
M249 | Jungle (Minimal Wear)@1.56@1.482
M249 | Magma (Field-Tested)@0.6@0.57
M249 | Nebula Crusader (Battle-Scarred)@0.86@0.817
M249 | Nebula Crusader (Field-Tested)@0.89@0.8454999999999999
M249 | Nebula Crusader (Minimal Wear)@1.53@1.4535
M249 | Nebula Crusader (Well-Worn)@0.88@0.836
M249 | O.S.I.P.R. (Factory New)@0.26@0.247
M249 | O.S.I.P.R. (Field-Tested)@0.14@0.133
M249 | Predator (Minimal Wear)@0.22@0.209
