name@price@price_after_sell
10 Year Birthday Sticker Capsule@0.72@0.6335999999999999
1st Lieutenant Farlow | SWAT@6.22@5.4736
AUG | Stymphalian (Battle-Scarred)@1.28@1.1264
AUG | Stymphalian (Factory New)@7.66@6.7408
AUG | Stymphalian (Field-Tested)@1.42@1.2496
AUG | Stymphalian (Minimal Wear)@3.51@3.0888
AUG | Stymphalian (Well-Worn)@2.34@2.0591999999999997
AUG | Surveillance (Battle-Scarred)@0.74@0.6512
AUG | Surveillance (Factory New)@0.76@0.6688000000000001
AUG | Surveillance (Field-Tested)@0.64@0.5632
AUG | Surveillance (Minimal Wear)@0.68@0.5984
AUG | Surveillance (Well-Worn)@0.74@0.6512
AUG | Sweeper (Battle-Scarred)@0.02@0.0176
AUG | Sweeper (Factory New)@0.04@0.0352
AUG | Sweeper (Field-Tested)@0.02@0.0176
AUG | Sweeper (Minimal Wear)@0.02@0.0176
AUG | Sweeper (Well-Worn)@0.02@0.0176
AUG | Syd Mead (Battle-Scarred)@1.54@1.3552
AUG | Syd Mead (Factory New)@8.86@7.796799999999999
AUG | Syd Mead (Field-Tested)@1.83@1.6104
AUG | Syd Mead (Minimal Wear)@3.41@3.0008000000000004
AUG | Syd Mead (Well-Worn)@2.0@1.76
AUG | Tom Cat (Battle-Scarred)@0.05@0.044000000000000004
AUG | Tom Cat (Factory New)@0.3@0.264
AUG | Tom Cat (Field-Tested)@0.07@0.06160000000000001
AUG | Tom Cat (Minimal Wear)@0.09@0.07919999999999999
AUG | Tom Cat (Well-Worn)@0.09@0.07919999999999999
AUG | Torque (Battle-Scarred)@209.24@184.1312
AUG | Torque (Factory New)@8.93@7.8584
AUG | Torque (Field-Tested)@8.04@7.0752
AUG | Torque (Minimal Wear)@8.0@7.04
AUG | Torque (Well-Worn)@12.13@10.6744
AUG | Triqua (Battle-Scarred)@0.05@0.044000000000000004
AUG | Triqua (Factory New)@0.46@0.4048
AUG | Triqua (Field-Tested)@0.08@0.0704
AUG | Triqua (Minimal Wear)@0.13@0.1144
AUG | Triqua (Well-Worn)@0.06@0.0528
AUG | Wings (Factory New)@22.51@19.8088
AUG | Wings (Minimal Wear)@23.02@20.2576
Autograph Capsule | Astralis | Atlanta 2017@7.22@6.3536
Autograph Capsule | Astralis | Cologne 2016@18.41@16.2008
Autograph Capsule | Astralis | MLG Columbus 2016@7.19@6.3272
Autograph Capsule | Challengers (Foil) | Atlanta 2017@72.73@64.00240000000001
Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015@45.75@40.26
Autograph Capsule | Challengers (Foil) | Cologne 2016@52.9@46.552
Autograph Capsule | Challengers (Foil) | MLG Columbus 2016@37.94@33.3872
Autograph Capsule | Cloud9 | Cluj-Napoca 2015@14.96@13.164800000000001
Autograph Capsule | Cloud9 G2A | Cologne 2015@9.88@8.6944
Autograph Capsule | Cloud9 | MLG Columbus 2016@19.0@16.72
Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015@7.1@6.247999999999999
Autograph Capsule | Counter Logic Gaming | Cologne 2015@8.39@7.3832
Autograph Capsule | Counter Logic Gaming | Cologne 2016@15.99@14.071200000000001
Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016@16.19@14.247200000000001
Autograph Capsule | FaZe Clan | Atlanta 2017@11.0@9.68
Autograph Capsule | FaZe Clan | Cologne 2016@12.21@10.744800000000001
Autograph Capsule | FaZe Clan | MLG Columbus 2016@6.07@5.341600000000001
Autograph Capsule | Flipsid3 Tactics | Atlanta 2017@48.0@42.24
Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015@14.01@12.3288
Autograph Capsule | Flipsid3 Tactics | Cologne 2015@10.03@8.8264
Autograph Capsule | Flipsid3 Tactics | Cologne 2016@59.57@52.4216
Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016@11.0@9.68
Autograph Capsule | Fnatic | Atlanta 2017@6.29@5.5352
Autograph Capsule | Fnatic | Cluj-Napoca 2015@4.43@3.8983999999999996
Autograph Capsule | Fnatic | Cologne 2015@3.79@3.3352
Autograph Capsule | Fnatic | Cologne 2016@8.49@7.4712000000000005
Autograph Capsule | Fnatic | MLG Columbus 2016@8.4@7.392
Autograph Capsule | G2 Esports | Atlanta 2017@9.9@8.712
Autograph Capsule | G2 Esports | Cluj-Napoca 2015@64.5@56.76
Autograph Capsule | G2 Esports | Cologne 2016@19.36@17.0368
Autograph Capsule | G2 Esports | MLG Columbus 2016@15.22@13.393600000000001
Autograph Capsule | Gambit Gaming | Atlanta 2017@4.82@4.2416
Autograph Capsule | Gambit Gaming | Cologne 2016@35.74@31.451200000000004
Autograph Capsule | Gambit Gaming | MLG Columbus 2016@7.02@6.1776
Autograph Capsule | GODSENT | Atlanta 2017@7.04@6.1952
Autograph Capsule | Group A (Foil) | Cologne 2015@24.99@21.9912
Autograph Capsule | Group B (Foil) | Cologne 2015@21.18@18.6384
Autograph Capsule | Group C (Foil) | Cologne 2015@22.32@19.6416
Autograph Capsule | Group D (Foil) | Cologne 2015@25.49@22.4312
Autograph Capsule | HellRaisers | Atlanta 2017@9.1@8.008
Autograph Capsule | Legends (Foil) | Atlanta 2017@68.45@60.236000000000004
Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015@23.86@20.9968
Autograph Capsule | Legends (Foil) | Cologne 2016@38.55@33.924
Autograph Capsule | Legends (Foil) | MLG Columbus 2016@27.63@24.3144
Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015@60.2@52.976000000000006
Autograph Capsule | Luminosity Gaming | Cologne 2015@@
Autograph Capsule | Luminosity Gaming | MLG Columbus 2016@8.44@7.4272
Autograph Capsule | mousesports | Atlanta 2017@13.99@12.3112
Autograph Capsule | mousesports | Cluj-Napoca 2015@119.16@104.8608
Autograph Capsule | mousesports | Cologne 2015@10.8@9.504000000000001
Autograph Capsule | mousesports | Cologne 2016@21.44@18.8672
Autograph Capsule | mousesports | MLG Columbus 2016@10.0@8.8
Autograph Capsule | Natus Vincere | Atlanta 2017@14.5@12.76
Autograph Capsule | Natus Vincere | Cluj-Napoca 2015@7.78@6.8464
Autograph Capsule | Natus Vincere | Cologne 2015@4.94@4.3472
Autograph Capsule | Natus Vincere | Cologne 2016@8.27@7.2776
Autograph Capsule | Natus Vincere | MLG Columbus 2016@6.5@5.72
Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015@22.65@19.932
Autograph Capsule | Ninjas in Pyjamas | Cologne 2015@3.64@3.2032000000000003
Autograph Capsule | Ninjas in Pyjamas | Cologne 2016@@
Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016@9.99@8.7912
Autograph Capsule | North | Atlanta 2017@10.32@9.0816
Autograph Capsule | OpTic Gaming | Atlanta 2017@12.18@10.718399999999999
Autograph Capsule | OpTic Gaming | Cologne 2016@11.7@10.296
Autograph Capsule | Renegades | Cologne 2015@10.49@9.2312
Autograph Capsule | SK Gaming | Atlanta 2017@6.52@5.7376
Autograph Capsule | SK Gaming | Cologne 2016@6.72@5.9136
Autograph Capsule | Splyce | MLG Columbus 2016@8.5@7.48
Autograph Capsule | Team Dignitas | Cluj-Napoca 2015@107.24@94.3712
Autograph Capsule | Team Dignitas | Cologne 2016@119.16@104.8608
Autograph Capsule | Team eBettle | Cologne 2015@@
Autograph Capsule | Team EnVyUs | Atlanta 2017@12.38@10.894400000000001
Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015@5.95@5.236
Autograph Capsule | Team EnVyUs | Cologne 2015@4.79@4.2152
Autograph Capsule | Team EnVyUs | Cologne 2016@22.43@19.7384
Autograph Capsule | Team EnVyUs | MLG Columbus 2016@@
Autograph Capsule | Team Immunity | Cologne 2015@19.99@17.591199999999997
Autograph Capsule | Team Kinguin | Cologne 2015@@
Autograph Capsule | Team Liquid | Atlanta 2017@16.66@14.6608
Autograph Capsule | Team Liquid | Cluj-Napoca 2015@14.0@12.32
Autograph Capsule | Team Liquid | Cologne 2016@8.54@7.515199999999999
Autograph Capsule | Team Liquid | MLG Columbus 2016@9.99@8.7912
Autograph Capsule | Team SoloMid | Cluj-Napoca 2015@5.0@4.4
Autograph Capsule | Team SoloMid | Cologne 2015@3.65@3.2119999999999997
Autograph Capsule | Titan | Cluj-Napoca 2015@23.81@20.9528
Autograph Capsule | Titan | Cologne 2015@29.89@26.3032
Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015@16.0@14.08
Autograph Capsule | Virtus.Pro | Atlanta 2017@5.37@4.7256
Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015@6.2@5.456
Autograph Capsule | Virtus.Pro | Cologne 2015@5.58@4.9104
Autograph Capsule | Virtus.Pro | Cologne 2016@7.52@6.6175999999999995
Autograph Capsule | Virtus.Pro | MLG Columbus 2016@8.22@7.233600000000001
AWP | Acheron (Battle-Scarred)@0.62@0.5456
AWP | Acheron (Factory New)@1.96@1.7247999999999999
AWP | Acheron (Field-Tested)@0.35@0.308
AWP | Acheron (Minimal Wear)@1.09@0.9592
AWP | Acheron (Well-Worn)@0.93@0.8184
AWP | Arsenic Spill (Factory New)@@
AWP | Arsenic Spill (Field-Tested)@@
AWP | Arsenic Spill (Minimal Wear)@@
AWP | Arsenic Spill (Well-Worn)@@
AWP | Asiimov (Battle-Scarred)@72.03@63.3864
AWP | Asiimov (Field-Tested)@129.09@113.59920000000001
AWP | Asiimov (Well-Worn)@94.93@83.53840000000001
AWP | Atheris (Battle-Scarred)@2.86@2.5168
AWP | Atheris (Factory New)@13.16@11.5808
AWP | Atheris (Field-Tested)@3.75@3.3
AWP | Atheris (Minimal Wear)@6.48@5.702400000000001
AWP | Atheris (Well-Worn)@2.96@2.6048
AWP | Black Nile (Battle-Scarred)@2.3@2.024
AWP | Black Nile (Factory New)@5.39@4.7432
AWP | Black Nile (Field-Tested)@2.35@2.068
AWP | Black Nile (Minimal Wear)@3.56@3.1328
AWP | Black Nile (Well-Worn)@2.73@2.4024
AWP | BOOM (Factory New)@375.0@330.0
AWP | BOOM (Field-Tested)@122.43@107.73840000000001
AWP | BOOM (Minimal Wear)@136.7@120.29599999999999
AWP | Capillary (Battle-Scarred)@0.26@0.2288
AWP | Capillary (Factory New)@2.47@2.1736
AWP | Capillary (Field-Tested)@0.26@0.2288
AWP | Capillary (Minimal Wear)@0.53@0.46640000000000004
AWP | Capillary (Well-Worn)@0.57@0.5015999999999999
AWP | Chromatic Aberration (Battle-Scarred)@7.27@6.3976
AWP | Chromatic Aberration (Factory New)@13.4@11.792
AWP | Chromatic Aberration (Field-Tested)@7.09@6.2392
AWP | Chromatic Aberration (Minimal Wear)@9.49@8.3512
AWP | Chromatic Aberration (Well-Worn)@7.7@6.776
AWP | Chrome Cannon (Battle-Scarred)@18.41@16.2008
AWP | Chrome Cannon (Factory New)@124.6@109.648
AWP | Chrome Cannon (Field-Tested)@33.0@29.04
AWP | Chrome Cannon (Minimal Wear)@57.49@50.5912
AWP | Chrome Cannon (Well-Worn)@21.39@18.8232
AWP | CMYK (Battle-Scarred)@152.18@133.91840000000002
AWP | CMYK (Factory New)@680.09@598.4792
AWP | CMYK (Field-Tested)@177.66@156.3408
AWP | CMYK (Minimal Wear)@290.89@255.98319999999998
AWP | CMYK (Well-Worn)@@
AWP | Containment Breach (Battle-Scarred)@58.29@51.2952
AWP | Containment Breach (Factory New)@267.05@235.00400000000002
AWP | Containment Breach (Field-Tested)@75.56@66.4928
AWP | Containment Breach (Minimal Wear)@127.07@111.82159999999999
AWP | Containment Breach (Well-Worn)@56.82@50.0016
AWP | Corticera (Factory New)@49.69@43.727199999999996
AWP | Corticera (Field-Tested)@16.0@14.08
AWP | Corticera (Minimal Wear)@16.72@14.7136
AWP | Crakow! (Battle-Scarred)@29.0@25.52
AWP | Crakow! (Factory New)@177.2@155.93599999999998
AWP | Crakow! (Field-Tested)@63.0@55.44
AWP | Crakow! (Minimal Wear)@96.71@85.1048
AWP | Crakow! (Well-Worn)@45.09@39.6792
AWP | Desert Hydra (Battle-Scarred)@1257.61@1106.6968
AWP | Desert Hydra (Factory New)@2190.0@1927.2
AWP | Desert Hydra (Field-Tested)@1555.99@1369.2712
AWP | Desert Hydra (Minimal Wear)@2150.0@1892.0
AWP | Desert Hydra (Well-Worn)@1399.0@1231.1200000000001
AWP | Dragon Lore (Battle-Scarred)@4786.01@4211.6888
AWP | Dragon Lore (Factory New)@13859.99@12196.7912
AWP | Dragon Lore (Field-Tested)@6278.59@5525.1592
AWP | Dragon Lore (Minimal Wear)@9250.0@8140.0
AWP | Dragon Lore (Well-Worn)@5784.95@5090.756
AWP | Duality (Battle-Scarred)@2.04@1.7952000000000001
AWP | Duality (Factory New)@10.5@9.24
AWP | Duality (Field-Tested)@1.93@1.6984
AWP | Duality (Minimal Wear)@5.02@4.417599999999999
AWP | Duality (Well-Worn)@2.62@2.3056
AWP | Electric Hive (Factory New)@42.0@36.96
AWP | Electric Hive (Field-Tested)@32.71@28.7848
AWP | Electric Hive (Minimal Wear)@31.82@28.0016
AWP | Electric Hive (Well-Worn)@44.57@39.2216
AWP | Elite Build (Battle-Scarred)@14.35@12.628
AWP | Elite Build (Factory New)@31.75@27.94
AWP | Elite Build (Field-Tested)@15.71@13.824800000000002
AWP | Elite Build (Minimal Wear)@19.69@17.3272
AWP | Elite Build (Well-Worn)@14.54@12.7952
AWP | Exoskeleton (Battle-Scarred)@3.61@3.1768
AWP | Exoskeleton (Factory New)@9.01@7.9288
AWP | Exoskeleton (Field-Tested)@4.25@3.74
AWP | Exoskeleton (Minimal Wear)@5.0@4.4
AWP | Exoskeleton (Well-Worn)@2.89@2.5432
AWP | Fade (Factory New)@810.0@712.8
AWP | Fade (Minimal Wear)@895.74@788.2512
AWP | Fever Dream (Battle-Scarred)@11.09@9.7592
AWP | Fever Dream (Factory New)@14.01@12.3288
AWP | Fever Dream (Field-Tested)@11.99@10.5512
AWP | Fever Dream (Minimal Wear)@12.18@10.718399999999999
AWP | Fever Dream (Well-Worn)@9.81@8.632800000000001
AWP | Graphite (Factory New)@135.43@119.17840000000001
AWP | Graphite (Minimal Wear)@126.11@110.9768
AWP | Green Energy (Battle-Scarred)@89.28@78.5664
AWP | Green Energy (Factory New)@@
AWP | Green Energy (Field-Tested)@110.12@96.9056
AWP | Green Energy (Minimal Wear)@228.0@200.64000000000001
AWP | Green Energy (Well-Worn)@@
AWP | Gungnir (Battle-Scarred)@@
AWP | Gungnir (Factory New)@@
AWP | Gungnir (Field-Tested)@10055.07@8848.4616
AWP | Gungnir (Minimal Wear)@10392.47@9145.373599999999
AWP | Gungnir (Well-Worn)@@
AWP | Hyper Beast (Battle-Scarred)@25.39@22.3432
AWP | Hyper Beast (Factory New)@73.0@64.24
AWP | Hyper Beast (Field-Tested)@27.24@23.9712
AWP | Hyper Beast (Minimal Wear)@39.72@34.9536
AWP | Hyper Beast (Well-Worn)@25.81@22.712799999999998
AWP | Lightning Strike (Factory New)@497.32@437.6416
AWP | Lightning Strike (Minimal Wear)@550.42@484.3696
AWP | Man-o'-war (Field-Tested)@40.17@35.3496
AWP | Man-o'-war (Minimal Wear)@35.7@31.416000000000004
AWP | Medusa (Battle-Scarred)@1674.69@1473.7272
AWP | Medusa (Factory New)@4270.8@3758.304
AWP | Medusa (Field-Tested)@1850.0@1628.0
AWP | Medusa (Minimal Wear)@2235.0@1966.8
AWP | Medusa (Well-Worn)@1513.47@1331.8536000000001
AWP | Mortis (Battle-Scarred)@2.24@1.9712000000000003
AWP | Mortis (Factory New)@7.61@6.6968000000000005
AWP | Mortis (Field-Tested)@2.25@1.98
AWP | Mortis (Minimal Wear)@3.21@2.8248
AWP | Mortis (Well-Worn)@2.7@2.3760000000000003
AWP | Neo-Noir (Battle-Scarred)@23.19@20.4072
AWP | Neo-Noir (Factory New)@32.01@28.168799999999997
AWP | Neo-Noir (Field-Tested)@22.22@19.5536
AWP | Neo-Noir (Minimal Wear)@25.0@22.0
AWP | Neo-Noir (Well-Worn)@25.01@22.0088
AWP | Oni Taiji (Battle-Scarred)@145.86@128.35680000000002
AWP | Oni Taiji (Factory New)@414.43@364.6984
AWP | Oni Taiji (Field-Tested)@208.61@183.57680000000002
AWP | Oni Taiji (Minimal Wear)@315.0@277.2
AWP | Oni Taiji (Well-Worn)@149.21@131.3048
AWP | PAW (Battle-Scarred)@1.49@1.3112
AWP | PAW (Factory New)@4.39@3.8631999999999995
AWP | PAW (Field-Tested)@1.48@1.3024
AWP | PAW (Minimal Wear)@2.56@2.2528
AWP | PAW (Well-Worn)@1.49@1.3112
AWP | Phobos (Factory New)@2.38@2.0944
AWP | Phobos (Field-Tested)@1.32@1.1616
AWP | Phobos (Minimal Wear)@1.5@1.32
AWP | Phobos (Well-Worn)@3.53@3.1064
AWP | Pink DDPAT (Battle-Scarred)@54.9@48.312
AWP | Pink DDPAT (Factory New)@125.0@110.0
AWP | Pink DDPAT (Field-Tested)@31.8@27.984
AWP | Pink DDPAT (Minimal Wear)@35.58@31.310399999999998
AWP | Pink DDPAT (Well-Worn)@33.0@29.04
AWP | Pit Viper (Battle-Scarred)@0.44@0.3872
AWP | Pit Viper (Field-Tested)@0.26@0.2288
AWP | Pit Viper (Minimal Wear)@0.98@0.8623999999999999
AWP | Pit Viper (Well-Worn)@0.55@0.48400000000000004
AWP | POP AWP (Factory New)@9.2@8.096
AWP | POP AWP (Field-Tested)@5.02@4.417599999999999
AWP | POP AWP (Minimal Wear)@6.22@5.4736
AWP | POP AWP (Well-Worn)@5.9@5.192
AWP | Redline (Field-Tested)@40.12@35.3056
AWP | Redline (Minimal Wear)@67.7@59.576
AWP | Redline (Well-Worn)@53.9@47.432
AWP | Safari Mesh (Battle-Scarred)@0.07@0.06160000000000001
AWP | Safari Mesh (Factory New)@2.6@2.2880000000000003
AWP | Safari Mesh (Field-Tested)@0.06@0.0528
AWP | Safari Mesh (Minimal Wear)@0.17@0.1496
AWP | Safari Mesh (Well-Worn)@0.07@0.06160000000000001
AWP | Silk Tiger (Battle-Scarred)@@
AWP | Silk Tiger (Factory New)@225.85@198.748
AWP | Silk Tiger (Field-Tested)@130.89@115.18319999999999
AWP | Silk Tiger (Minimal Wear)@199.0@175.12
AWP | Silk Tiger (Well-Worn)@@
AWP | Snake Camo (Battle-Scarred)@118.0@103.84
AWP | Snake Camo (Factory New)@@
AWP | Snake Camo (Field-Tested)@108.52@95.49759999999999
AWP | Snake Camo (Minimal Wear)@94.99@83.5912
AWP | Snake Camo (Well-Worn)@@
AWP | Sun in Leo (Battle-Scarred)@23.44@20.627200000000002
AWP | Sun in Leo (Factory New)@36.2@31.856
AWP | Sun in Leo (Field-Tested)@23.98@21.1024
AWP | Sun in Leo (Minimal Wear)@26.0@22.88
AWP | Sun in Leo (Well-Worn)@24.32@21.401600000000002
AWP | The Prince (Battle-Scarred)@2029.1@1785.608
AWP | The Prince (Factory New)@3400.0@2992.0
AWP | The Prince (Field-Tested)@2026.12@1782.9856
AWP | The Prince (Minimal Wear)@3000.0@2640.0
AWP | The Prince (Well-Worn)@2008.71@1767.6648
AWP | Wildfire (Battle-Scarred)@42.29@37.2152
AWP | Wildfire (Factory New)@121.44@106.8672
AWP | Wildfire (Field-Tested)@47.43@41.7384
AWP | Wildfire (Minimal Wear)@82.0@72.16
AWP | Wildfire (Well-Worn)@45.57@40.1016
AWP | Worm God (Factory New)@2.76@2.4288
AWP | Worm God (Field-Tested)@1.6@1.4080000000000001
AWP | Worm God (Minimal Wear)@1.89@1.6632
AWP | Worm God (Well-Worn)@2.13@1.8743999999999998
Baggage Pin@3.93@3.4584
Battlefield 2042 Sticker Capsule@1.19@1.0472
★ Bayonet@414.43@364.6984
★ Bayonet | Autotronic (Battle-Scarred)@400.0@352.0
★ Bayonet | Autotronic (Factory New)@848.12@746.3456
★ Bayonet | Autotronic (Field-Tested)@418.62@368.3856
★ Bayonet | Autotronic (Minimal Wear)@569.57@501.2216
★ Bayonet | Autotronic (Well-Worn)@496.2@436.656
★ Bayonet | Black Laminate (Battle-Scarred)@298.99@263.1112
★ Bayonet | Black Laminate (Factory New)@462.25@406.78000000000003
★ Bayonet | Black Laminate (Field-Tested)@278.84@245.37919999999997
★ Bayonet | Black Laminate (Minimal Wear)@333.68@293.6384
★ Bayonet | Black Laminate (Well-Worn)@320.0@281.6
★ Bayonet | Blue Steel (Battle-Scarred)@287.68@253.1584
★ Bayonet | Blue Steel (Factory New)@@
★ Bayonet | Blue Steel (Field-Tested)@333.71@293.66479999999996
★ Bayonet | Blue Steel (Minimal Wear)@351.11@308.9768
★ Bayonet | Blue Steel (Well-Worn)@321.76@283.1488
★ Bayonet | Boreal Forest (Battle-Scarred)@219.99@193.59120000000001
★ Bayonet | Boreal Forest (Factory New)@@
★ Bayonet | Boreal Forest (Field-Tested)@223.0@196.24
★ Bayonet | Boreal Forest (Minimal Wear)@237.66@209.14079999999998
★ Bayonet | Boreal Forest (Well-Worn)@225.46@198.4048
★ Bayonet | Bright Water (Battle-Scarred)@@
★ Bayonet | Bright Water (Factory New)@313.17@275.5896
★ Bayonet | Bright Water (Field-Tested)@269.0@236.72
★ Bayonet | Bright Water (Minimal Wear)@310.52@273.25759999999997
★ Bayonet | Bright Water (Well-Worn)@299.99@263.9912
★ Bayonet | Case Hardened (Battle-Scarred)@392.05@345.004
★ Bayonet | Case Hardened (Factory New)@@
★ Bayonet | Case Hardened (Field-Tested)@385.58@339.3104
★ Bayonet | Case Hardened (Minimal Wear)@394.26@346.9488
★ Bayonet | Case Hardened (Well-Worn)@333.14@293.1632
★ Bayonet | Crimson Web (Battle-Scarred)@295.27@259.8376
★ Bayonet | Crimson Web (Factory New)@@
★ Bayonet | Crimson Web (Field-Tested)@278.99@245.5112
★ Bayonet | Crimson Web (Minimal Wear)@465.0@409.2
★ Bayonet | Crimson Web (Well-Worn)@304.26@267.7488
★ Bayonet | Damascus Steel (Battle-Scarred)@310.25@273.02
★ Bayonet | Damascus Steel (Factory New)@346.56@304.9728
★ Bayonet | Damascus Steel (Field-Tested)@293.34@258.13919999999996
★ Bayonet | Damascus Steel (Minimal Wear)@300.77@264.6776
★ Bayonet | Damascus Steel (Well-Worn)@@
★ Bayonet | Doppler (Factory New)@627.93@552.5784
★ Bayonet | Doppler (Minimal Wear)@650.0@572.0
★ Bayonet | Fade (Factory New)@670.0@589.6
★ Bayonet | Fade (Minimal Wear)@@
★ Bayonet | Forest DDPAT (Battle-Scarred)@@
★ Bayonet | Forest DDPAT (Factory New)@@
★ Bayonet | Forest DDPAT (Field-Tested)@203.91@179.4408
★ Bayonet | Forest DDPAT (Minimal Wear)@235.93@207.6184
★ Bayonet | Forest DDPAT (Well-Worn)@@
★ Bayonet | Freehand (Battle-Scarred)@@
★ Bayonet | Freehand (Factory New)@339.97@299.1736
★ Bayonet | Freehand (Field-Tested)@288.35@253.74800000000002
★ Bayonet | Freehand (Minimal Wear)@295.18@259.7584
★ Bayonet | Freehand (Well-Worn)@240.31@211.4728
★ Bayonet | Gamma Doppler (Factory New)@830.83@731.1304
★ Bayonet | Gamma Doppler (Minimal Wear)@1000.0@880.0
★ Bayonet | Lore (Battle-Scarred)@334.79@294.6152
★ Bayonet | Lore (Factory New)@753.32@662.9216
★ Bayonet | Lore (Field-Tested)@410.0@360.8
★ Bayonet | Lore (Minimal Wear)@651.26@573.1088
★ Bayonet | Lore (Well-Worn)@402.64@354.3232
★ Bayonet | Marble Fade (Factory New)@580.0@510.4
★ Bayonet | Marble Fade (Minimal Wear)@@
★ Bayonet | Night (Battle-Scarred)@225.64@198.5632
★ Bayonet | Night (Factory New)@813.89@716.2232
★ Bayonet | Night (Field-Tested)@253.47@223.0536
★ Bayonet | Night (Minimal Wear)@321.0@282.48
★ Bayonet | Night (Well-Worn)@250.0@220.0
★ Bayonet | Rust Coat (Battle-Scarred)@247.0@217.36
★ Bayonet | Rust Coat (Well-Worn)@259.02@227.93759999999997
★ Bayonet | Safari Mesh (Battle-Scarred)@@
★ Bayonet | Safari Mesh (Factory New)@600.0@528.0
★ Bayonet | Safari Mesh (Field-Tested)@192.0@168.96
★ Bayonet | Safari Mesh (Minimal Wear)@217.32@191.2416
★ Bayonet | Safari Mesh (Well-Worn)@@
★ Bayonet | Scorched (Battle-Scarred)@190.67@167.78959999999998
★ Bayonet | Scorched (Factory New)@@
★ Bayonet | Scorched (Field-Tested)@194.54@171.1952
★ Bayonet | Scorched (Minimal Wear)@350.46@308.40479999999997
★ Bayonet | Scorched (Well-Worn)@@
★ Bayonet | Slaughter (Factory New)@557.98@491.0224
★ Bayonet | Slaughter (Field-Tested)@483.0@425.04
★ Bayonet | Slaughter (Minimal Wear)@490.76@431.8688
★ Bayonet | Stained (Battle-Scarred)@268.38@236.1744
★ Bayonet | Stained (Factory New)@339.67@298.9096
★ Bayonet | Stained (Field-Tested)@260.32@229.0816
★ Bayonet | Stained (Minimal Wear)@387.79@341.2552
★ Bayonet | Stained (Well-Worn)@230.46@202.8048
★ Bayonet | Tiger Tooth (Factory New)@500.0@440.0
★ Bayonet | Tiger Tooth (Minimal Wear)@553.34@486.9392
★ Bayonet | Ultraviolet (Battle-Scarred)@228.5@201.08
★ Bayonet | Ultraviolet (Factory New)@@
★ Bayonet | Ultraviolet (Field-Tested)@235.32@207.0816
★ Bayonet | Ultraviolet (Minimal Wear)@317.86@279.71680000000003
★ Bayonet | Ultraviolet (Well-Worn)@253.83@223.37040000000002
★ Bayonet | Urban Masked (Battle-Scarred)@@
★ Bayonet | Urban Masked (Factory New)@1000.0@880.0
★ Bayonet | Urban Masked (Field-Tested)@227.27@199.9976
★ Bayonet | Urban Masked (Minimal Wear)@329.95@290.356
★ Bayonet | Urban Masked (Well-Worn)@@
Berlin 2019 Dust II Souvenir Package@15.69@13.8072
Berlin 2019 Inferno Souvenir Package@11.0@9.68
Berlin 2019 Legends Autograph Capsule@0.92@0.8096
Berlin 2019 Legends (Holo-Foil)@1.54@1.3552
Berlin 2019 Minor Challengers Autograph Capsule@2.37@2.0856
Berlin 2019 Minor Challengers (Holo-Foil)@1.9@1.672
Berlin 2019 Mirage Souvenir Package@23.83@20.970399999999998
Berlin 2019 Nuke Souvenir Package@14.0@12.32
Berlin 2019 Overpass Souvenir Package@24.99@21.9912
Berlin 2019 Returning Challengers Autograph Capsule@0.94@0.8271999999999999
Berlin 2019 Returning Challengers (Holo-Foil)@2.4@2.112
Berlin 2019 Train Souvenir Package@17.99@15.831199999999999
Berlin 2019 Vertigo Souvenir Package@11.0@9.68
Berlin 2019 Viewer Pass@17.66@15.5408
Berlin 2019 Viewer Pass + 3 Souvenir Tokens@41.83@36.8104
Bestiary Capsule@1.5@1.32
Bio-Haz Specialist | SWAT@8.93@7.8584
Black Mesa Pin@5.3@4.664
Blackwolf | Sabre@5.0@4.4
★ Bloodhound Gloves | Bronzed (Battle-Scarred)@99.0@87.12
★ Bloodhound Gloves | Bronzed (Factory New)@@
★ Bloodhound Gloves | Bronzed (Field-Tested)@91.88@80.8544
★ Bloodhound Gloves | Bronzed (Minimal Wear)@157.5@138.6
