name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ Talon Knife | Damascus Steel (Minimal Wear)@403.58@355.1504@539.65@528.857@skinport@csdeals@125.28
★ Talon Knife | Forest DDPAT (Field-Tested)@267.09@235.0392@303.99@297.91020000000003@skinport@csdeals@30.82
★ Talon Knife | Night Stripe (Field-Tested)@275.0@242.0@319.9@313.50199999999995@skinport@csdeals@38.5
★ Talon Knife | Night Stripe (Well-Worn)@288.12@253.5456@327.9@321.342@skinport@csdeals@33.22
★ Talon Knife | Rust Coat (Battle-Scarred)@367.25@323.18@403.49@395.4202@skinport@csdeals@28.17
★ Talon Knife | Slaughter (Minimal Wear)@674.93@593.9384@719.9@705.502@skinport@csdeals@30.57
★ Talon Knife | Ultraviolet (Battle-Scarred)@293.97@258.6936@355.0@347.9@skinport@csdeals@53.93
★ Talon Knife | Ultraviolet (Field-Tested)@333.86@293.7968@389.95@382.151@skinport@csdeals@48.29
★ Talon Knife | Urban Masked (Field-Tested)@278.28@244.8864@339.95@333.151@skinport@csdeals@54.87
Tec-9 | Avalanche (Factory New)@3.88@3.4144@25.0@24.5@skinport@csdeals@20.62
Tec-9 | Cut Out (Factory New)@9.14@8.0432@40.0@39.2@skinport@csdeals@30.06
Tec-9 | Fubar (Minimal Wear)@0.85@0.748@15.0@14.7@skinport@csdeals@13.85
Tec-9 | Fuel Injector (Field-Tested)@3.23@2.8424@6.0@5.88@skinport@csdeals@2.65
Tec-9 | Orange Murano (Minimal Wear)@4.45@3.916@10.0@9.8@skinport@csdeals@5.35
Tec-9 | Red Quartz (Factory New)@1.11@0.9768@12.0@11.76@skinport@csdeals@10.65
Tec-9 | Remote Control (Well-Worn)@2.45@2.156@4.6@4.508@skinport@csdeals@2.06
Tec-9 | Snek-9 (Factory New)@0.42@0.3696@10.0@9.8@skinport@csdeals@9.38
Tec-9 | Tornado (Factory New)@26.99@23.7512@47.19@46.2462@skinport@csdeals@19.26
Tec-9 | Toxic (Field-Tested)@4.63@4.0744@7.0@6.859999999999999@skinport@csdeals@2.23
Trapper Aggressor | Guerrilla Warfare@5.75@5.06@7.99@7.8302@skinport@csdeals@2.08
UMP-45 | Briefing (Factory New)@0.22@0.1936@12.0@11.76@skinport@csdeals@11.54
UMP-45 | Exposure (Factory New)@1.39@1.2231999999999998@9.0@8.82@skinport@csdeals@7.43
UMP-45 | Plastique (Factory New)@1.67@1.4696@15.0@14.7@skinport@csdeals@13.03
UMP-45 | Primal Saber (Factory New)@10.74@9.4512@14.99@14.6902@skinport@csdeals@3.95
UMP-45 | Primal Saber (Field-Tested)@2.46@2.1648@4.7@4.606@skinport@csdeals@2.15
UMP-45 | Primal Saber (Minimal Wear)@3.78@3.3264@10.0@9.8@skinport@csdeals@6.02
★ Ursus Knife@332.75@292.82@449.99@440.9902@skinport@csdeals@108.24
★ Ursus Knife | Fade (Factory New)@753.42@663.0096@789.9@774.102@skinport@csdeals@20.68
★ Ursus Knife | Marble Fade (Factory New)@472.98@416.2224@517.71@507.3558@skinport@csdeals@34.38
★ Ursus Knife | Tiger Tooth (Factory New)@414.32@364.6016@512.13@501.8874@skinport@csdeals@87.57
USP-S | Blueprint (Factory New)@44.35@39.028@59.99@58.7902@skinport@csdeals@14.44
USP-S | Business Class (Minimal Wear)@31.83@28.0104@34.99@34.2902@skinport@csdeals@2.46
USP-S | Kill Confirmed (Battle-Scarred)@32.0@28.16@35.0@34.3@skinport@csdeals@2.3
USP-S | Kill Confirmed (Minimal Wear)@75.67@66.5896@104.9@102.802@skinport@csdeals@27.13
USP-S | Kill Confirmed (Well-Worn)@33.39@29.3832@37.0@36.26@skinport@csdeals@2.87
USP-S | Lead Conduit (Factory New)@1.68@1.4784@6.0@5.88@skinport@csdeals@4.2
USP-S | Orion (Factory New)@54.53@47.9864@60.0@58.8@skinport@csdeals@4.27
USP-S | Overgrowth (Field-Tested)@20.18@17.758399999999998@24.0@23.52@skinport@csdeals@3.34
USP-S | Para Green (Field-Tested)@6.51@5.7288@11.0@10.78@skinport@csdeals@4.27
USP-S | Printstream (Battle-Scarred)@36.86@32.4368@49.99@48.9902@skinport@csdeals@12.13
USP-S | Printstream (Minimal Wear)@80.12@70.5056@94.64@92.7472@skinport@csdeals@12.63
USP-S | Printstream (Well-Worn)@44.19@38.8872@53.45@52.381@skinport@csdeals@8.19
USP-S | Royal Blue (Field-Tested)@8.15@7.172000000000001@10.99@10.7702@skinport@csdeals@2.62
USP-S | Stainless (Battle-Scarred)@3.23@2.8424@6.4@6.272@skinport@csdeals@3.04
USP-S | Stainless (Field-Tested)@3.77@3.3176@7.9@7.742@skinport@csdeals@3.97
USP-S | The Traitor (Well-Worn)@8.89@7.823200000000001@25.0@24.5@skinport@csdeals@15.61
USP-S | Whiteout (Field-Tested)@15.28@13.4464@18.6@18.228@skinport@csdeals@2.95
USP-S | Whiteout (Well-Worn)@17.47@15.3736@33.0@32.34@skinport@csdeals@14.87
Welcome to the Clutch Pin@4.62@4.0656@7.0@6.859999999999999@skinport@csdeals@2.24
XM1014 | Banana Leaf (Field-Tested)@16.0@14.08@26.0@25.48@skinport@csdeals@9.48
XM1014 | Black Tie (Factory New)@1.67@1.4696@15.0@14.7@skinport@csdeals@13.03
XM1014 | Entombed (Factory New)@9.35@8.228@13.3@13.034@skinport@csdeals@3.68
XM1014 | Heaven Guard (Factory New)@9.79@8.6152@30.0@29.4@skinport@csdeals@19.61
XM1014 | Incinegator (Minimal Wear)@9.04@7.9552@40.0@39.2@skinport@csdeals@30.16
XM1014 | Quicksilver (Factory New)@0.4@0.352@4.0@3.92@skinport@csdeals@3.52
XM1014 | Scumbria (Factory New)@1.1@0.968@8.0@7.84@skinport@csdeals@6.74
XM1014 | Teclu Burner (Factory New)@1.84@1.6192@20.0@19.6@skinport@csdeals@17.76
XM1014 | Watchdog (Factory New)@3.1@2.728@17.0@16.66@skinport@csdeals@13.56
XM1014 | XOXO (Minimal Wear)@3.79@3.3352@8.0@7.84@skinport@csdeals@4.05
XM1014 | Ziggy (Minimal Wear)@0.6@0.528@15.0@14.7@skinport@csdeals@14.1
